Date,Open,High,Low,Close,Adj Close,Volume
8/15/2016,18588.58984,18722.60938,18559.92969,18636.05078,18636.05078,62350000
8/16/2016,18614.48047,18614.85938,18550.65039,18552.01953,18552.01953,67570000
8/17/2016,18537.08984,18582.34961,18468.67969,18573.93945,18573.93945,71000000
8/18/2016,18566.53906,18600.82031,18533.28906,18597.69922,18597.69922,70740000
8/19/2016,18585.16992,18585.16992,18491.24023,18552.57031,18552.57031,93170000
8/22/2016,18535.85938,18570.91992,18466.85938,18529.41992,18529.41992,73450000
8/23/2016,18568.93945,18631.59961,18545.51953,18547.30078,18547.30078,73990000
8/24/2016,18537.5,18539.15039,18448.26953,18481.48047,18481.48047,72270000
8/25/2016,18471.21094,18497.67969,18431.46094,18448.41016,18448.41016,64480000
8/26/2016,18467.91992,18572.08984,18335.33984,18395.40039,18395.40039,78730000
8/29/2016,18421.28906,18523.08984,18419.91992,18502.99023,18502.99023,64480000
8/30/2016,18491.2793,18514.28906,18408.51953,18454.30078,18454.30078,68920000
8/31/2016,18436.69922,18439.67969,18333.56055,18400.88086,18400.88086,98250000
9/1/2016,18396.57031,18430.05078,18295.48047,18419.30078,18419.30078,74780000
9/2/2016,18466.00977,18544.75977,18439.09961,18491.96094,18491.96094,74350000
9/6/2016,18493.40039,18551.53906,18450.32031,18538.11914,18538.11914,83710000
9/7/2016,18527.71094,18536.89063,18474.76953,18526.14063,18526.14063,67570000
9/8/2016,18486.68945,18506.24023,18446.68945,18479.91016,18479.91016,79060000
9/9/2016,18404.16992,18404.16992,18085.44922,18085.44922,18085.44922,120670000
9/12/2016,18028.94922,18358.68945,17994.83984,18325.07031,18325.07031,103260000
9/13/2016,18262.99023,18262.99023,18028.06055,18066.75,18066.75,102830000
9/14/2016,18073.39063,18163.48047,17992.21094,18034.76953,18034.76953,103360000
9/15/2016,18024.91016,18250.10938,18015.49023,18212.48047,18212.48047,99550000
9/16/2016,18217.21094,18217.21094,18070.21094,18123.80078,18123.80078,278510000
9/19/2016,18154.82031,18254.88086,18093.05078,18120.16992,18120.16992,78090000
9/20/2016,18175.35938,18227.21094,18128.80078,18129.96094,18129.96094,72450000
9/21/2016,18164.96094,18307.42969,18121.57031,18293.69922,18293.69922,94090000
9/22/2016,18343.75977,18449.88086,18343.75977,18392.46094,18392.46094,73030000
9/23/2016,18377.35938,18383.75977,18254.83984,18261.44922,18261.44922,87170000
9/26/2016,18217.75977,18217.75977,18083.32031,18094.83008,18094.83008,95510000
9/27/2016,18099.21094,18238.09961,18052.16016,18228.30078,18228.30078,84130000
9/28/2016,18240.2207,18349.85938,18179.33984,18339.24023,18339.24023,97650000
9/29/2016,18322.88086,18366.23047,18091.64063,18143.44922,18143.44922,95880000
9/30/2016,18181.80078,18369.61914,18181.80078,18308.15039,18308.15039,135470000
10/3/2016,18279.59961,18279.80078,18203.75,18253.84961,18253.84961,68520000
10/4/2016,18267.67969,18313.76953,18116.25977,18168.44922,18168.44922,79710000
10/5/2016,18205.5,18315.82031,18205.5,18281.0293,18281.0293,76190000
10/6/2016,18280.41992,18288.11914,18162.9707,18268.5,18268.5,78660000
10/7/2016,18295.34961,18319.73047,18149.34961,18240.49023,18240.49023,82680000
10/10/2016,18282.94922,18399.96094,18282.94922,18329.03906,18329.03906,72110000
10/11/2016,18308.42969,18312.33008,18061.96094,18128.66016,18128.66016,88610000
10/12/2016,18132.63086,18193.96094,18082.08984,18144.19922,18144.19922,72230000
10/13/2016,18088.32031,18137.69922,17959.94922,18098.93945,18098.93945,83160000
10/14/2016,18177.34961,18261.10938,18138.38086,18138.38086,18138.38086,87050000
10/17/2016,18135.84961,18162.2793,18063.01953,18086.40039,18086.40039,75960000
10/18/2016,18145.06055,18225.80078,18129.44922,18161.93945,18161.93945,74600000
10/19/2016,18178.21094,18252.19922,18169.25,18202.61914,18202.61914,88040000
10/20/2016,18161.86914,18249.05078,18129.07031,18162.34961,18162.34961,88830000
10/21/2016,18152.63086,18168.75977,18049.76953,18145.71094,18145.71094,117810000
10/24/2016,18197.14063,18275.03906,18191.17969,18223.0293,18223.0293,88540000
10/25/2016,18206.51953,18241.68945,18151.69922,18169.26953,18169.26953,83190000
10/26/2016,18103.80078,18236.03906,18062.30078,18199.33008,18199.33008,86340000
10/27/2016,18234.81055,18253.19922,18149.19922,18169.67969,18169.67969,83530000
10/28/2016,18193.78906,18257.06055,18094.9707,18161.18945,18161.18945,107850000
10/31/2016,18176.59961,18193.67969,18130.58008,18142.41992,18142.41992,110080000
11/1/2016,18158.24023,18177.00977,17940.83984,18037.09961,18037.09961,101280000
11/2/2016,18017.7207,18044.15039,17931.89063,17959.64063,17959.64063,88610000
11/3/2016,17978.75,18006.96094,17904.07031,17930.66992,17930.66992,77860000
11/4/2016,17928.34961,17986.75977,17883.56055,17888.2793,17888.2793,97760000
11/7/2016,17994.64063,18263.30078,17994.64063,18259.59961,18259.59961,93450000
11/8/2016,18251.38086,18400.5,18200.75,18332.74023,18332.74023,79820000
11/9/2016,18317.25977,18650.06055,18252.55078,18589.68945,18589.68945,173110000
11/10/2016,18603.14063,18873.66016,18603.14063,18807.88086,18807.88086,164390000
11/11/2016,18781.65039,18855.7793,18736.96094,18847.66016,18847.66016,107300000
11/14/2016,18876.76953,18934.05078,18815.75,18868.68945,18868.68945,112250000
11/15/2016,18858.21094,18925.25977,18806.06055,18923.06055,18923.06055,100660000
11/16/2016,18909.84961,18909.84961,18825.89063,18868.14063,18868.14063,87320000
11/17/2016,18866.2207,18904.0293,18845.26953,18903.82031,18903.82031,89940000
11/18/2016,18905.33008,18915.74023,18853.83008,18867.92969,18867.92969,109880000
11/21/2016,18898.67969,18960.75977,18883.09961,18956.68945,18956.68945,80520000
11/22/2016,18970.39063,19043.90039,18962.82031,19023.86914,19023.86914,85310000
11/23/2016,19015.51953,19083.75977,19000.38086,19083.17969,19083.17969,77880000
11/25/2016,19093.7207,19152.14063,19093.7207,19152.14063,19152.14063,45890000
11/28/2016,19122.14063,19138.7207,19072.25,19097.90039,19097.90039,88460000
11/29/2016,19064.07031,19144.40039,19062.2207,19121.59961,19121.59961,81510000
11/30/2016,19135.64063,19225.28906,19123.38086,19123.58008,19123.58008,164570000
12/1/2016,19149.19922,19214.30078,19138.78906,19191.92969,19191.92969,108800000
12/2/2016,19161.25,19196.14063,19141.17969,19170.41992,19170.41992,84920000
12/5/2016,19244.34961,19274.84961,19186.73047,19216.24023,19216.24023,317800000
12/6/2016,19219.91016,19255.89063,19184.74023,19251.7793,19251.7793,284960000
12/7/2016,19241.99023,19558.41992,19229.83008,19549.61914,19549.61914,385200000
12/8/2016,19559.93945,19664.9707,19527.83008,19614.81055,19614.81055,324570000
12/9/2016,19631.34961,19757.74023,19623.18945,19756.84961,19756.84961,334470000
12/12/2016,19770.19922,19824.58984,19747.74023,19796.42969,19796.42969,333660000
12/13/2016,19852.21094,19953.75,19846.44922,19911.21094,19911.21094,388420000
12/14/2016,19876.13086,19966.42969,19748.66992,19792.5293,19792.5293,408430000
12/15/2016,19811.5,19951.28906,19811.5,19852.24023,19852.24023,357350000
12/16/2016,19909.00977,19923.16992,19821,19843.41016,19843.41016,573470000
12/19/2016,19836.66016,19917.7793,19832.94922,19883.06055,19883.06055,302310000
12/20/2016,19920.58984,19987.63086,19920.41992,19974.61914,19974.61914,284080000
12/21/2016,19968.9707,19986.56055,19941.96094,19941.96094,19941.96094,256640000
12/22/2016,19922.67969,19933.83008,19882.18945,19918.88086,19918.88086,258290000
12/23/2016,19908.60938,19934.15039,19899.06055,19933.81055,19933.81055,158260000
12/27/2016,19943.46094,19980.24023,19939.80078,19945.03906,19945.03906,158540000
12/28/2016,19964.31055,19981.10938,19827.31055,19833.67969,19833.67969,188350000
12/29/2016,19835.46094,19878.43945,19788.93945,19819.7793,19819.7793,172040000
12/30/2016,19833.16992,19852.55078,19718.66992,19762.59961,19762.59961,271910000
1/3/2017,19872.85938,19938.5293,19775.92969,19881.75977,19881.75977,339180000
1/4/2017,19890.93945,19956.14063,19878.83008,19942.16016,19942.16016,280010000
1/5/2017,19924.56055,19948.59961,19811.11914,19899.28906,19899.28906,269920000
1/6/2017,19906.96094,19999.63086,19834.08008,19963.80078,19963.80078,277700000
1/9/2017,19931.41016,19943.7793,19887.38086,19887.38086,19887.38086,287510000
1/10/2017,19876.34961,19957.11914,19836.0293,19855.5293,19855.5293,299410000
1/11/2017,19887.38086,19973.41992,19833.16016,19954.2793,19954.2793,336150000
1/12/2017,19926.21094,19929.28906,19770.4707,19891,19891,306290000
1/13/2017,19912.53906,19952.0293,19849.38086,19885.73047,19885.73047,263780000
1/17/2017,19848.82031,19882.99023,19775.34961,19826.76953,19826.76953,341900000
1/18/2017,19822.73047,19828.19922,19739,19804.7207,19804.7207,279760000
1/19/2017,19813.55078,19824.14063,19677.93945,19732.40039,19732.40039,301750000
1/20/2017,19795.06055,19843.93945,19759.14063,19827.25,19827.25,435260000
1/23/2017,19794.78906,19833.98047,19732.35938,19799.84961,19799.84961,326690000
1/24/2017,19794.67969,19949.24023,19786.71094,19912.71094,19912.71094,374460000
1/25/2017,19994.48047,20082,19994.48047,20068.50977,20068.50977,372240000
1/26/2017,20076.25,20125.58008,20067.5293,20100.91016,20100.91016,356730000
1/27/2017,20103.35938,20115.9707,20072.64063,20093.7793,20093.7793,343130000
1/30/2017,20028.61914,20028.61914,19870.39063,19971.13086,19971.13086,317280000
1/31/2017,19913.16016,19918.16992,19784.76953,19864.08984,19864.08984,373750000
2/1/2017,19923.81055,19967.73047,19845.99023,19890.93945,19890.93945,426670000
2/2/2017,19858.33984,19922.75,19831.08984,19884.91016,19884.91016,347220000
2/3/2017,19964.21094,20081.48047,19964.21094,20071.46094,20071.46094,344220000
2/6/2017,20025.60938,20094.94922,20002.81055,20052.41992,20052.41992,281720000
2/7/2017,20107.61914,20155.34961,20068.67969,20090.28906,20090.28906,279670000
2/8/2017,20049.28906,20068.2793,20015.33008,20054.33984,20054.33984,280410000
2/9/2017,20061.73047,20206.35938,20061.73047,20172.40039,20172.40039,325310000
2/10/2017,20211.23047,20298.21094,20204.75977,20269.36914,20269.36914,312230000
2/13/2017,20338.53906,20441.48047,20322.94922,20412.16016,20412.16016,314620000
2/14/2017,20374.2207,20504.41016,20374.01953,20504.41016,20504.41016,356580000
2/15/2017,20504.26953,20620.44922,20496.0293,20611.85938,20611.85938,384380000
2/16/2017,20627.31055,20639.86914,20556.83008,20619.76953,20619.76953,354120000
2/17/2017,20564.13086,20624.05078,20532.60938,20624.05078,20624.05078,340620000
2/21/2017,20663.42969,20757.64063,20663.36914,20743,20743,336880000
2/22/2017,20715.41016,20781.58984,20692.39063,20775.59961,20775.59961,310530000
2/23/2017,20817.21094,20840.69922,20746.41016,20810.32031,20810.32031,302110000
2/24/2017,20751.91016,20821.75977,20733.94922,20821.75977,20821.75977,292540000
2/27/2017,20808.71094,20851.33008,20774.75977,20837.43945,20837.43945,256540000
2/28/2017,20833.88086,20841.24023,20781.21094,20812.24023,20812.24023,339210000
3/1/2017,20957.28906,21169.10938,20957.28906,21115.55078,21115.55078,392820000
3/2/2017,21128.91016,21129.19922,20996.60938,21002.9707,21002.9707,319910000
3/3/2017,21008.75,21039.96094,20953.85938,21005.71094,21005.71094,254420000
3/6/2017,20955.71094,20986.42969,20912.10938,20954.33984,20954.33984,266620000
3/7/2017,20934.89063,20970.53906,20901.25977,20924.75977,20924.75977,274630000
3/8/2017,20940.43945,20951.43945,20835.58008,20855.73047,20855.73047,296780000
3/9/2017,20864.32031,20900.57031,20777.16016,20858.18945,20858.18945,275960000
3/10/2017,20919.00977,20940.28906,20827.66016,20902.98047,20902.98047,315430000
3/13/2017,20899.2793,20926.06055,20845.71094,20881.48047,20881.48047,289260000
3/14/2017,20848.59961,20874,20786.31055,20837.36914,20837.36914,246820000
3/15/2017,20874.7793,20977.4707,20859.59961,20950.09961,20950.09961,306590000
3/16/2017,20969.26953,21000.10938,20893.5,20934.55078,20934.55078,264360000
3/17/2017,20965.36914,20980.50977,20911.07031,20914.61914,20914.61914,535280000
3/20/2017,20916.26953,20955.44922,20885.69922,20905.85938,20905.85938,253610000
3/21/2017,20956.33008,20970.03906,20653.25977,20668.00977,20668.00977,369320000
3/22/2017,20640.41992,20686.21094,20578.94922,20661.30078,20661.30078,325090000
3/23/2017,20645.07031,20757.89063,20618.61914,20656.58008,20656.58008,280050000
3/24/2017,20674.44922,20718.33008,20529.66992,20596.7207,20596.7207,292980000
3/27/2017,20488.34961,20578.46094,20412.80078,20550.98047,20550.98047,269380000
3/28/2017,20542.14063,20735.60938,20520.09961,20701.5,20701.5,299670000
3/29/2017,20675.75,20684.73047,20625.0293,20659.32031,20659.32031,238320000
3/30/2017,20662.78906,20753.7793,20643.59961,20728.49023,20728.49023,270900000
3/31/2017,20700.33984,20722.58984,20660.67969,20663.2207,20663.2207,303770000
4/3/2017,20665.16992,20692.33984,20517.82031,20650.21094,20650.21094,285670000
4/4/2017,20634.93945,20701.28906,20605.30078,20689.24023,20689.24023,237390000
4/5/2017,20745.06055,20887.5,20639.55078,20648.15039,20648.15039,284980000
4/6/2017,20653.76953,20746.46094,20612.16992,20662.94922,20662.94922,251720000
4/7/2017,20647.81055,20726.07031,20606.94922,20656.09961,20656.09961,219730000
4/10/2017,20668.2207,20750.33008,20614.85938,20658.01953,20658.01953,230480000
4/11/2017,20644.32031,20660.0293,20512.56055,20651.30078,20651.30078,255120000
4/12/2017,20637.94922,20642.53906,20553.0293,20591.85938,20591.85938,267670000
4/13/2017,20561.68945,20612.26953,20453.25,20453.25,20453.25,235810000
4/17/2017,20484.75,20644.41016,20484.75,20636.91992,20636.91992,229240000
4/18/2017,20561.39063,20600.11914,20462.2793,20523.2793,20523.2793,263180000
4/19/2017,20503.51953,20546.68945,20379.55078,20404.49023,20404.49023,294790000
4/20/2017,20406.67969,20629.7793,20406.67969,20578.71094,20578.71094,312440000
4/21/2017,20578.09961,20601.40039,20505.33008,20547.75977,20547.75977,369600000
4/24/2017,20723.58984,20792.19922,20723.58984,20763.89063,20763.89063,342400000
4/25/2017,20915.50977,21026.9707,20909.38086,20996.11914,20996.11914,348180000
4/26/2017,21009.94922,21070.90039,20972.26953,20975.08984,20975.08984,328550000
4/27/2017,20991.11914,21005.80078,20935.80078,20981.33008,20981.33008,305690000
4/28/2017,20987.39063,20987.75977,20926.75,20940.50977,20940.50977,329990000
5/1/2017,20962.73047,20976.61914,20898.38086,20913.46094,20913.46094,288160000
5/2/2017,20941.18945,20960.91992,20904.06055,20949.89063,20949.89063,338810000
5/3/2017,20915,20972.74023,20874.17969,20957.90039,20957.90039,310920000
5/4/2017,20987.83008,20990.78906,20847.94922,20951.4707,20951.4707,274720000
5/5/2017,20929.03906,21006.93945,20905,21006.93945,21006.93945,260960000
5/8/2017,20991.25977,21017.89063,20971.05078,21012.2793,21012.2793,276150000
5/9/2017,21022.2793,21046.84961,20938.03906,20975.7793,20975.7793,273000000
5/10/2017,20958.49023,20976.2793,20884.15039,20943.10938,20943.10938,283340000
5/11/2017,20925.7207,20933.35938,20798.90039,20919.41992,20919.41992,287680000
5/12/2017,20893.18945,20916.09961,20869.74023,20896.60938,20896.60938,288500000
5/15/2017,20923.63086,21000.83008,20923.63086,20981.93945,20981.93945,313170000
5/16/2017,20984.48047,21033.5293,20932.88086,20979.75,20979.75,311580000
5/17/2017,20846.16992,20846.16992,20601.08008,20606.92969,20606.92969,423200000
5/18/2017,20579.65039,20759.19922,20553.44922,20663.01953,20663.01953,422590000
5/19/2017,20698.2793,20857.13086,20687.93945,20804.83984,20804.83984,365180000
5/22/2017,20867.76953,20914.25977,20860.16016,20894.83008,20894.83008,276120000
5/23/2017,20908.66992,20961.14063,20896.2207,20937.91016,20937.91016,244950000
5/24/2017,20949.21094,21022.82031,20933.58008,21012.41992,21012.41992,283180000
5/25/2017,21062.96094,21112.32031,21051.41016,21082.94922,21082.94922,268970000
5/26/2017,21070.15039,21092.82031,21050.49023,21080.2793,21080.2793,208000000
5/30/2017,21045.49023,21063.61914,21009.59961,21029.4707,21029.4707,242810000
5/31/2017,21048.46094,21051.69922,20942.57031,21008.65039,21008.65039,371580000
6/1/2017,21030.55078,21144.17969,20994.2207,21144.17969,21144.17969,276730000
6/2/2017,21142.08984,21225.03906,21129.56055,21206.28906,21206.28906,329700000
6/5/2017,21195.0293,21224.41016,21168.68945,21184.03906,21184.03906,269790000
6/6/2017,21145.48047,21180.4707,21118.46094,21136.23047,21136.23047,283550000
6/7/2017,21171.57031,21189.83984,21113.31055,21173.68945,21173.68945,273400000
6/8/2017,21169.75977,21265.68945,21138.16016,21182.5293,21182.5293,330330000
6/9/2017,21208.96094,21305.34961,21159.44922,21271.9707,21271.9707,397200000
6/12/2017,21259.94922,21277.08008,21186.15039,21235.66992,21235.66992,528080000
6/13/2017,21256.83008,21332.76953,21256.83008,21328.4707,21328.4707,323510000
6/14/2017,21342.71094,21391.9707,21294.08984,21374.56055,21374.56055,295090000
6/15/2017,21291.68945,21367.2793,21261.86914,21359.90039,21359.90039,317200000
6/16/2017,21335.92969,21384.41992,21308.00977,21384.2793,21384.2793,603260000
6/19/2017,21444.75,21528.99023,21436.08008,21528.99023,21528.99023,289400000
6/20/2017,21521.25,21535.0293,21464.24023,21467.14063,21467.14063,310200000
6/21/2017,21466.39063,21492.61914,21390,21410.0293,21410.0293,292500000
6/22/2017,21407.98047,21456.4707,21394.81055,21397.28906,21397.28906,270680000
6/23/2017,21380.91992,21421.78906,21333.89063,21394.75977,21394.75977,368400000
6/26/2017,21434.67969,21506.21094,21381.25,21409.55078,21409.55078,241880000
6/27/2017,21411.18945,21440.59961,21310.66016,21310.66016,21310.66016,292170000
6/28/2017,21372.35938,21478.75,21372.35938,21454.60938,21454.60938,271510000
6/29/2017,21487.38086,21487.38086,21197.08008,21287.0293,21287.0293,336750000
6/30/2017,21348.59961,21426.11914,21325.08008,21349.63086,21349.63086,313260000
7/3/2017,21392.30078,21562.75,21391.71094,21479.26953,21479.26953,186810000
7/5/2017,21492.83008,21505.35938,21404.75977,21478.16992,21478.16992,273690000
7/6/2017,21423.92969,21433.09961,21305.38086,21320.03906,21320.03906,320450000
7/7/2017,21354.66016,21425.82031,21350.7207,21414.33984,21414.33984,242240000
7/10/2017,21381.23047,21446.39063,21371.10938,21408.51953,21408.51953,270340000
7/11/2017,21410.16992,21441.61914,21279.30078,21409.07031,21409.07031,247570000
7/12/2017,21467.92969,21580.78906,21467.92969,21532.14063,21532.14063,267870000
7/13/2017,21537.18945,21568.7207,21512.35938,21553.08984,21553.08984,232270000
7/14/2017,21532.76953,21681.5293,21521.7207,21637.74023,21637.74023,235590000
7/17/2017,21633.9707,21661.81055,21617.66016,21629.7207,21629.7207,244780000
7/18/2017,21589.93945,21589.93945,21471.14063,21574.73047,21574.73047,251110000
7/19/2017,21569.25,21640.75,21565.83984,21640.75,21640.75,253040000
7/20/2017,21641.53906,21661.91016,21576.96094,21611.7793,21611.7793,313950000
7/21/2017,21591.7207,21592.60938,21503.7793,21580.07031,21580.07031,362830000
7/24/2017,21577.7793,21577.7793,21496.13086,21513.16992,21513.16992,284080000
7/25/2017,21638.56055,21670.61914,21577.36914,21613.42969,21613.42969,304300000
7/26/2017,21690.38086,21742.69922,21683.28906,21711.00977,21711.00977,278240000
7/27/2017,21717.41992,21798.4707,21687.84961,21796.55078,21796.55078,407320000
7/28/2017,21787.50977,21841.17969,21756.11914,21830.31055,21830.31055,285630000
7/31/2017,21863.39063,21929.80078,21861.71094,21891.11914,21891.11914,307610000
8/1/2017,21961.41992,21990.96094,21940.81055,21963.91992,21963.91992,328410000
8/2/2017,22004.35938,22036.09961,21967.46094,22016.24023,22016.24023,336820000
8/3/2017,22007.58008,22044.84961,21991.32031,22026.09961,22026.09961,278730000
8/4/2017,22058.39063,22092.81055,22024.64063,22092.81055,22092.81055,253640000
8/7/2017,22100.19922,22121.15039,22081.9707,22118.41992,22118.41992,213010000
8/8/2017,22095.14063,22179.10938,22057.28906,22085.33984,22085.33984,262000000
8/9/2017,22022.33984,22057.18945,21996.68945,22048.69922,22048.69922,277800000
8/10/2017,21988.19922,21988.19922,21843.93945,21844.00977,21844.00977,303310000
8/11/2017,21883.32031,21911.08984,21842.74023,21858.32031,21858.32031,237790000
8/14/2017,21945.64063,22019.23047,21945.64063,21993.71094,21993.71094,235030000
8/15/2017,22029.91016,22038.91992,21971.48047,21998.99023,21998.99023,269070000
8/16/2017,22031.92969,22085.71094,22002.4707,22024.86914,22024.86914,264920000
8/17/2017,21984.74023,21984.74023,21750.32031,21750.73047,21750.73047,311030000
8/18/2017,21724.88086,21793.34961,21641.63086,21674.50977,21674.50977,309070000
8/21/2017,21671.35938,21718.74023,21600.33984,21703.75,21703.75,277880000
8/22/2017,21739.7793,21912.83008,21738.13086,21899.89063,21899.89063,244980000
8/23/2017,21850.26953,21866.66016,21808.39063,21812.08984,21812.08984,234810000
8/24/2017,21839.90039,21870.10938,21765.82031,21783.40039,21783.40039,228480000
8/25/2017,21819.08008,21906.85938,21812.81055,21813.66992,21813.66992,217570000
8/28/2017,21832.5,21861.49023,21767.93945,21808.40039,21808.40039,218740000
8/29/2017,21718,21879.2207,21673.58008,21865.36914,21865.36914,227340000
8/30/2017,21859.75977,21914.25977,21839.4707,21892.42969,21892.42969,242840000
8/31/2017,21936.00977,21985.75977,21910.5,21948.09961,21948.09961,376790000
9/1/2017,21981.76953,22038.9707,21974.91016,21987.56055,21987.56055,256240000
9/5/2017,21912.36914,21921.08984,21709.63086,21753.31055,21753.31055,332840000
9/6/2017,21815.75977,21849.24023,21794.07031,21807.64063,21807.64063,318760000
9/7/2017,21820.38086,21850.00977,21745.71094,21784.7793,21784.7793,333810000
9/8/2017,21764.42969,21846.63086,21731.11914,21797.78906,21797.78906,289400000
9/11/2017,21927.78906,22067.09961,21927.78906,22057.36914,22057.36914,312770000
9/12/2017,22090.56055,22134.57031,22087.08984,22118.85938,22118.85938,364580000
9/13/2017,22103.4707,22158.17969,22095.78906,22158.17969,22158.17969,291890000
9/14/2017,22144.96094,22216.43945,22135.25977,22203.48047,22203.48047,297780000
9/15/2017,22252.43945,22275.01953,22214.51953,22268.33984,22268.33984,527540000
9/18/2017,22297.91992,22355.61914,22283.34961,22331.34961,22331.34961,302740000
9/19/2017,22349.69922,22386.00977,22340.71094,22370.80078,22370.80078,295570000
9/20/2017,22351.38086,22413.25977,22314.67969,22412.58984,22412.58984,334560000
9/21/2017,22414.01953,22419.50977,22356.55078,22359.23047,22359.23047,287390000
9/22/2017,22334.07031,22364.31055,22299.58008,22349.58984,22349.58984,297140000
9/25/2017,22320.4707,22359.88086,22219.10938,22296.08984,22296.08984,332430000
9/26/2017,22322.0293,22369.34961,22279.51953,22284.32031,22284.32031,285990000
9/27/2017,22330.92969,22371.09961,22254.92969,22340.71094,22340.71094,342900000
9/28/2017,22306.83008,22394.74023,22288.9707,22381.19922,22381.19922,263010000
9/29/2017,22358.4707,22405.63086,22332.96094,22405.08984,22405.08984,274790000
10/2/2017,22423.4707,22559.38086,22416,22557.59961,22557.59961,268530000
10/3/2017,22564.44922,22646.32031,22562.90039,22641.66992,22641.66992,238830000
10/4/2017,22645.66992,22685.93945,22632.80078,22661.64063,22661.64063,235730000
10/5/2017,22669.08008,22777.03906,22655.14063,22775.39063,22775.39063,246400000
10/6/2017,22762.0293,22773.66992,22730.84961,22773.66992,22773.66992,221450000
10/9/2017,22779.73047,22803.36914,22739.38086,22761.07031,22761.07031,310770000
10/10/2017,22784.75977,22850.50977,22770.99023,22830.67969,22830.67969,319270000
10/11/2017,22827.65039,22872.89063,22821.66016,22872.89063,22872.89063,316000000
10/12/2017,22854.84961,22884.82031,22821.13086,22841.00977,22841.00977,291790000
10/13/2017,22876.42969,22905.33008,22855.92969,22871.7207,22871.7207,259560000
10/16/2017,22892.91992,22960.11914,22887.11914,22956.96094,22956.96094,247180000
10/17/2017,22952.41016,23002.19922,22948.23047,22997.43945,22997.43945,273090000
10/18/2017,23087.13086,23172.92969,23086.75,23157.59961,23157.59961,271870000
10/19/2017,23107.4707,23167.24023,23052.66992,23163.03906,23163.03906,350400000
10/20/2017,23205.17969,23328.83984,23201.7793,23328.63086,23328.63086,474380000
10/23/2017,23348.94922,23368.36914,23273.96094,23273.96094,23273.96094,456830000
10/24/2017,23346.7793,23485.25,23343.23047,23441.75977,23441.75977,406850000
10/25/2017,23431.08984,23451.50977,23251.10938,23329.46094,23329.46094,399560000
10/26/2017,23380.89063,23459.83984,23380.89063,23400.85938,23400.85938,370600000
10/27/2017,23419.16016,23449.40039,23353.16016,23434.18945,23434.18945,518870000
10/30/2017,23405.75,23428.75,23327.86914,23348.74023,23348.74023,436900000
10/31/2017,23369.2207,23406.34961,23334.39063,23377.24023,23377.24023,388050000
11/1/2017,23442.90039,23517.71094,23388.91016,23435.00977,23435.00977,361260000
11/2/2017,23463.24023,23531.38086,23350.98047,23516.25977,23516.25977,348040000
11/3/2017,23549.58984,23557.06055,23481.57031,23539.18945,23539.18945,312250000
11/6/2017,23533.96094,23574.85938,23520.75,23548.41992,23548.41992,325190000
11/7/2017,23574.0293,23602.11914,23484.18945,23557.23047,23557.23047,285080000
11/8/2017,23542.59961,23575,23510.56055,23563.35938,23563.35938,264670000
11/9/2017,23492.08984,23516.74023,23310.01953,23461.93945,23461.93945,305440000
